application_id,age,emp_type,emp_exp_years,annual_income,additional_income,loan_amount,loan_term_months,loan_purpose,existing_debt,monthly_emi,credit_score,previous_defaults,repayment_status,defaulted_within_12_months
APP-10653,63,self,29,1910277,0,1845605,60,business,692540,54996,326,1,poor,1
APP-10654,27,salaried,9,583302,0,862078,60,personal,278735,24320,663,0,good,0
APP-10655,32,salaried,12,484846,183403,2501664,48,business,0,57329,666,0,fair,0
APP-10656,30,salaried,9,1738228,24237,2221309,60,other,70101,42864,543,0,poor,1
APP-10657,48,salaried,6,1144150,0,1482572,24,other,735447,90422,778,0,excellent,0
APP-10658,58,salaried,21,1556745,0,730651,12,vehicle,0,66976,343,1,poor,1
APP-10659,35,self,14,1193967,193809,1626688,24,vehicle,17052,75077,671,0,good,1
APP-10660,28,salaried,7,1115387,0,1559568,12,home,307901,152368,478,1,poor,1
APP-10661,42,self,7,1048857,112315,1148020,12,home,0,105235,440,1,poor,1
APP-10662,42,other,9,2213456,215218,2822052,24,business,0,129344,744,0,fair,1
APP-10663,28,salaried,2,1095412,218283,2962331,36,education,677044,111202,550,2,poor,1
APP-10664,33,self,9,923134,47923,2690142,120,education,0,24659,820,0,good,0
APP-10665,34,self,15,572097,223484,2755626,120,business,554098,42189,775,0,excellent,0
APP-10666,54,self,31,2287085,230211,2726408,120,business,227264,31936,524,1,fair,1
APP-10667,46,salaried,13,1881600,0,1619119,36,business,798133,73860,386,1,poor,1
APP-10668,58,salaried,32,1710854,0,2011050,48,vehicle,531711,62332,624,0,good,0
APP-10669,35,salaried,2,1806144,0,1285297,120,business,684920,32709,380,2,poor,1
APP-10670,28,salaried,0,1140146,192617,1098675,36,other,0,33570,581,0,fair,1
APP-10671,55,other,0,1556085,201735,1743706,48,business,0,39959,312,1,poor,1
APP-10672,46,salaried,23,1180279,0,2213528,60,business,0,40581,772,0,excellent,0
APP-10673,41,self,13,2051909,255914,2392295,12,education,926193,247593,431,1,poor,1
APP-10674,63,self,21,1245776,0,2926297,120,vehicle,0,26824,850,0,excellent,0
APP-10675,22,salaried,0,883573,193146,2433165,84,business,0,31862,887,0,good,0
APP-10676,34,other,2,1920821,76957,1429260,60,vehicle,329443,36269,395,0,poor,1
APP-10677,23,self,4,2349392,124332,341466,48,education,315246,17457,836,0,excellent,0
APP-10678,44,salaried,5,1670581,0,1773276,48,personal,0,40637,432,1,poor,1
APP-10679,45,other,27,1166038,127833,1349215,48,other,176494,36311,888,0,good,0
APP-10680,33,salaried,14,1455283,94811,1919533,12,vehicle,268830,184171,838,0,excellent,0
APP-10681,52,salaried,2,682112,259236,1504508,84,other,0,19701,700,0,good,0
APP-10682,47,salaried,28,2112260,0,2814382,24,other,422668,141906,344,1,poor,1
APP-10683,61,salaried,42,579944,0,961232,48,vehicle,0,22028,866,0,excellent,0
APP-10684,25,self,5,2020067,0,1110180,24,business,38015,52044,374,1,poor,1
APP-10685,45,salaried,12,1115387,25629,1101116,12,other,0,100935,634,0,fair,1
APP-10686,25,salaried,3,2135946,166350,726820,24,home,195846,39296,601,0,poor,0
APP-10687,25,self,0,1446103,207740,796335,24,other,717835,58431,845,0,excellent,0
APP-10688,61,self,41,731146,181650,1912215,12,business,819930,200339,686,1,fair,1
APP-10689,36,salaried,0,2068665,27633,1463969,120,personal,76240,15748,525,2,good,1
APP-10690,31,salaried,8,751658,0,1403416,60,other,227180,32670,854,0,excellent,0
APP-10691,28,salaried,1,1795589,27861,1736695,84,education,233103,29864,769,0,excellent,0
APP-10692,62,self,2,582407,0,1774265,36,business,116759,57780,849,0,excellent,0
APP-10693,31,salaried,1,1660440,0,2970558,48,other,0,68075,436,1,poor,1
APP-10694,63,salaried,21,374024,0,2503822,48,vehicle,787848,81452,538,0,poor,1
APP-10695,35,salaried,3,1595405,244656,1071504,60,home,402716,31949,810,0,excellent,0
APP-10696,45,salaried,1,1298512,0,2558509,48,other,0,58632,437,1,poor,1
APP-10697,54,self,26,1509868,0,1010537,120,other,264016,17330,510,0,poor,1
APP-10698,64,self,14,1900067,0,819845,48,other,922121,46963,803,0,excellent,0
APP-10699,24,self,1,1156560,111056,2535673,60,personal,91961,49296,736,0,good,0
APP-10700,31,self,3,2078455,150531,1321296,36,business,676478,61042,506,0,poor,1
APP-10701,44,salaried,5,2274315,0,2169350,60,other,173450,45070,793,0,excellent,0
APP-10702,48,self,24,1559262,0,690884,60,other,408930,25161,774,0,excellent,0
APP-10703,45,salaried,15,601736,266026,870891,24,personal,913510,67827,812,0,excellent,0
APP-10704,52,salaried,26,1955280,0,1615083,48,vehicle,626886,56166,372,1,fair,1
APP-10705,45,other,5,1114652,0,1120631,120,other,753575,33297,800,0,excellent,0
APP-10706,65,salaried,24,2078554,0,1066501,48,home,0,24440,670,0,good,0
APP-10707,30,salaried,7,918103,104634,101746,12,home,971421,39008,693,0,good,0
APP-10708,54,other,27,995514,0,1110618,84,education,569102,31932,691,0,good,0
APP-10709,27,self,5,898583,129851,1719208,84,education,186578,28213,803,0,excellent,0
APP-10710,65,salaried,26,1509386,0,765691,24,education,150857,39703,502,0,fair,0
APP-10711,49,salaried,13,1078622,115802,854823,36,vehicle,967319,55675,411,2,fair,1
APP-10712,26,salaried,4,569536,143092,2054445,48,other,0,47081,309,0,poor,1
APP-10713,63,salaried,2,706184,23807,1625656,60,business,0,29803,572,2,fair,1
APP-10714,59,salaried,23,1738971,0,1054942,36,other,650479,52109,358,2,poor,1
APP-10715,21,salaried,3,882433,84432,2275620,36,other,0,69532,554,0,fair,1
APP-10716,53,salaried,12,313124,0,1401335,12,other,57976,130226,633,0,fair,1
APP-10717,46,self,25,641287,269625,2811273,120,other,0,25770,694,0,excellent,0
APP-10718,54,self,32,433151,65660,1313946,120,other,0,12044,778,0,excellent,0
APP-10719,28,salaried,8,1310414,109355,2817171,84,home,760534,60129,329,0,poor,1
APP-10720,38,salaried,8,2297756,0,2862705,12,other,570509,279846,803,0,excellent,0
APP-10721,35,other,2,1739593,220094,2792737,84,business,0,36571,747,0,fair,0
APP-10722,37,salaried,2,767172,118648,536984,60,education,338594,20189,689,0,excellent,0
APP-10723,58,salaried,24,2077120,211377,2899199,120,personal,640841,46156,527,0,good,0
APP-10724,41,salaried,9,1218150,0,1961698,24,business,793349,114152,335,1,poor,1
APP-10725,38,other,18,2306063,0,954732,48,education,0,21879,685,0,fair,0
APP-10726,34,self,7,520479,0,800865,120,vehicle,0,7341,606,2,fair,1
APP-10727,22,salaried,2,2071831,0,1510906,120,vehicle,563485,31066,589,0,poor,1
APP-10728,46,salaried,10,527009,0,1325378,48,other,154243,35085,752,0,excellent,0
APP-10729,30,salaried,12,1120636,0,88304,36,other,0,2698,404,1,poor,1
APP-10730,45,other,13,1005578,0,452853,36,vehicle,65021,15823,420,2,poor,1
APP-10731,48,other,20,1994473,82286,1060220,48,vehicle,635114,43702,476,1,poor,1
APP-10732,50,self,24,1454339,0,1916961,36,home,96651,61526,424,1,poor,1
APP-10733,35,salaried,15,1448085,0,446585,120,business,517711,19911,744,0,good,0
APP-10734,27,salaried,8,1075484,0,2989124,12,vehicle,572473,291495,842,0,excellent,0
APP-10735,58,salaried,7,1170166,0,542101,24,business,15582,25322,868,0,excellent,0
APP-10736,28,salaried,9,1164990,0,418347,60,education,0,7669,335,0,fair,0
APP-10737,44,other,5,2074405,0,2810520,12,personal,554675,274579,600,0,fair,1
APP-10738,52,self,33,1776886,0,2191571,24,other,869584,127017,345,1,fair,1
APP-10739,34,other,6,1806028,241257,361887,60,education,691332,27758,467,1,fair,1
APP-10740,64,salaried,44,900808,0,345941,84,other,673874,25120,497,2,poor,1
APP-10741,53,self,26,943789,247345,1639397,12,business,293246,159238,427,1,poor,1
APP-10742,25,salaried,1,1821775,0,1196106,24,personal,112704,58264,686,2,good,1
APP-10743,28,salaried,4,2353609,202924,2987923,60,education,646975,74546,401,2,fair,1
APP-10744,32,salaried,11,1988841,0,585076,36,home,757868,41034,459,1,fair,1
APP-10745,38,salaried,20,1852524,0,1094849,84,business,490024,29309,487,1,poor,1
APP-10746,53,salaried,27,2483532,0,1009506,36,other,0,30846,612,0,fair,0
APP-10747,61,salaried,15,692727,50100,404775,84,education,526791,21396,310,2,poor,1
APP-10748,29,salaried,8,822994,0,2634893,24,other,455622,134686,847,0,excellent,0
APP-10749,63,other,33,477653,0,756875,84,business,0,9911,479,0,poor,1
APP-10750,43,other,13,2378310,215708,524935,36,other,575307,33617,420,1,poor,1
APP-10751,34,salaried,12,1212106,0,2746826,60,home,0,50358,799,0,excellent,0
APP-10752,60,salaried,19,1784333,203354,830802,48,education,461730,33147,803,0,excellent,0
APP-10753,53,self,26,819433,0,78984,24,other,503563,19006,704,0,good,0
APP-10754,48,self,17,1430288,249938,2802636,120,vehicle,380920,37329,744,0,excellent,0
APP-10755,28,salaried,0,860695,193651,182567,24,other,512577,24029,572,0,fair,1
APP-10756,64,self,20,1977201,0,1680948,24,home,0,77043,321,0,poor,1
APP-10757,64,salaried,43,1735043,0,2554363,84,home,313527,43028,588,0,poor,1
APP-10758,60,salaried,32,1083748,80303,1155327,84,personal,460005,29184,503,0,poor,1
APP-10759,65,self,39,1059958,97975,1012107,12,personal,297164,101856,496,2,poor,1
APP-10760,33,salaried,1,1895314,0,1335327,84,other,0,17486,527,0,fair,1
APP-10761,48,self,9,761603,167092,1522303,84,vehicle,948586,48918,348,0,fair,1
APP-10762,34,salaried,8,722625,0,1108067,48,education,126946,29271,399,1,poor,1
APP-10763,42,salaried,11,1858571,164675,930943,60,vehicle,121532,20780,433,1,poor,1
APP-10764,58,other,12,1109196,0,463715,12,business,326120,52471,785,0,good,0
APP-10765,55,self,2,836166,152396,2400261,36,education,762170,96629,420,2,fair,1
APP-10766,54,other,32,391749,163732,2972197,24,education,603677,154670,362,2,poor,1
APP-10767,52,self,32,614512,287008,1661243,60,vehicle,294682,39460,511,0,good,1
APP-10768,58,self,32,2210257,0,2252316,36,education,0,68820,603,1,fair,1
APP-10769,35,salaried,7,1524079,97667,1214995,24,education,0,55687,352,1,poor,1
APP-10770,55,salaried,22,1848160,158432,610407,48,business,70045,16128,310,2,poor,1
APP-10771,32,salaried,0,746453,0,2936165,48,other,666649,87656,864,0,excellent,0
APP-10772,35,salaried,6,1958693,141489,1869923,36,personal,0,57136,395,1,poor,1
APP-10773,33,salaried,5,1482979,105416,795471,120,vehicle,206972,13615,371,0,poor,1
APP-10774,62,other,6,875841,0,99444,60,home,31722,2792,412,2,poor,1
APP-10775,23,salaried,0,1422632,27076,89410,120,home,868002,27341,646,1,good,0
APP-10776,51,self,28,984277,271085,698075,24,home,290448,40869,856,0,excellent,0
APP-10777,27,salaried,1,2445564,0,1791830,24,home,0,82125,324,1,poor,1
APP-10778,62,salaried,43,1913732,0,521476,48,personal,0,11950,529,0,poor,1
APP-10779,25,self,1,1812019,0,405695,12,business,459449,51226,843,0,excellent,0
APP-10780,64,salaried,42,1564850,0,1253788,36,home,533502,54611,677,2,fair,1
APP-10781,21,self,1,914839,224786,1923576,84,vehicle,0,25189,415,1,poor,1
APP-10782,30,salaried,2,1062827,0,1528948,36,vehicle,737104,69239,723,0,good,0
APP-10783,42,salaried,20,1331413,280624,2309669,60,vehicle,871304,68966,535,0,fair,1
APP-10784,54,salaried,14,665953,21502,902616,120,home,506947,23763,436,2,fair,1
APP-10785,44,self,24,884473,95570,2363160,48,personal,245496,61656,357,2,fair,1
APP-10786,45,self,22,2081357,75579,2829763,60,home,632776,71212,461,0,poor,1
APP-10787,36,salaried,18,2046906,115642,2020336,84,personal,0,26456,606,0,poor,0
APP-10788,62,self,18,766686,36839,2584087,120,personal,21395,24340,705,0,fair,0
APP-10789,56,self,16,2405005,139178,1827001,24,education,0,83737,834,0,excellent,0
APP-10790,34,salaried,1,1218160,60479,2954247,48,vehicle,683071,88572,714,0,fair,0
APP-10791,24,self,5,2079315,76833,487885,12,education,897734,72152,643,0,fair,1
APP-10792,27,salaried,9,346040,0,1346543,24,business,984338,91792,333,1,fair,1
APP-10793,57,salaried,30,491598,68869,1344382,12,education,0,123235,707,0,good,0
APP-10794,46,self,4,708440,284020,473636,60,personal,844739,34494,691,0,fair,0
APP-10795,39,salaried,21,2242408,68911,1021275,24,other,816172,71746,464,2,poor,1
APP-10796,62,salaried,21,2176868,0,1471955,36,education,995809,75403,741,0,excellent,0
APP-10797,36,salaried,2,939217,0,2136761,12,home,922740,224063,616,0,poor,1
APP-10798,52,salaried,20,1011847,0,727264,12,education,380533,78292,391,0,poor,1
APP-10799,37,other,8,2154072,0,639078,12,business,391128,70533,593,0,poor,1
APP-10800,49,salaried,20,1867340,236632,2172076,48,education,0,49776,343,1,poor,1
APP-10801,65,self,0,948280,0,1269118,48,personal,905304,56745,374,1,poor,1
APP-10802,43,salaried,20,2249734,114515,504445,48,vehicle,354688,22397,366,1,poor,1
APP-10803,34,self,15,779519,40070,2336236,24,vehicle,233839,114222,627,0,poor,1
APP-10804,24,other,2,2104010,0,945151,12,personal,0,86638,733,0,good,0
APP-10805,32,salaried,1,1448842,0,1301315,120,other,450110,25681,837,0,excellent,0
APP-10806,32,self,1,2097403,175663,740102,24,education,0,33921,793,0,excellent,0
APP-10807,65,salaried,44,1932162,0,2402620,120,business,767830,45485,892,0,excellent,0
APP-10808,63,other,20,359503,260469,668603,48,education,716682,37220,716,0,good,0
APP-10809,49,other,8,2184620,0,2475889,12,home,206772,233274,730,0,good,0
APP-10810,59,salaried,22,1179810,0,2900567,60,home,391466,65138,316,1,poor,1
APP-10811,65,salaried,29,2036667,0,1527280,120,business,812245,38818,643,0,good,0
APP-10812,44,salaried,19,982233,0,1650392,36,other,468745,64750,590,1,poor,1
APP-10813,26,self,1,675968,0,2634783,48,home,798242,84770,857,0,excellent,0
APP-10814,53,salaried,2,1515947,0,938651,24,vehicle,130063,46995,500,1,poor,1
APP-10815,50,salaried,25,331898,0,989258,60,education,700677,39545,570,0,poor,1
APP-10816,64,salaried,26,437047,100412,1620371,120,business,0,14853,625,0,poor,0
APP-10817,36,salaried,12,1108076,0,1699694,120,home,0,15580,891,0,excellent,0
APP-10818,45,other,5,1990803,0,2219617,24,vehicle,754515,124786,429,1,poor,1
APP-10819,61,other,35,967117,0,904642,12,home,22098,83600,456,0,poor,1
APP-10820,57,salaried,8,2202981,0,1552069,24,personal,242527,78546,604,0,poor,1
APP-10821,37,self,8,647973,0,2681665,12,other,0,245819,405,0,poor,1
APP-10822,27,salaried,4,1057607,279126,1565810,120,personal,524889,30391,322,1,poor,1
APP-10823,25,salaried,6,1873930,0,2707308,48,personal,20632,62672,482,1,poor,1
APP-10824,28,other,5,2329669,0,2566552,60,home,787725,71122,560,2,good,1
APP-10825,55,salaried,32,938985,211307,531457,24,home,240436,31704,385,2,poor,1
APP-10826,38,salaried,2,1761938,0,2784369,36,vehicle,0,85077,807,0,excellent,0
APP-10827,33,salaried,6,1478946,0,481571,60,business,842673,34576,510,2,fair,1
APP-10828,48,salaried,8,1636928,0,2597182,48,vehicle,380058,71130,682,1,fair,1
APP-10829,31,self,8,1361425,0,1280917,60,other,0,23483,843,0,excellent,0
APP-10830,28,salaried,5,2100978,0,1550489,24,home,399714,83277,680,0,good,0
APP-10831,41,self,22,1679378,188590,1025799,60,home,641035,38393,517,0,good,0
APP-10832,59,other,4,2068948,0,1875384,36,education,62072,59199,805,0,excellent,0
APP-10833,47,salaried,14,1017812,0,2529551,48,personal,308882,67406,318,1,poor,1
APP-10834,50,salaried,25,455223,0,2262552,12,education,82827,209930,781,0,excellent,0
APP-10835,40,salaried,11,1979165,184193,2121225,60,home,740288,61508,765,0,excellent,0
APP-10836,28,self,9,730937,45078,93604,24,home,0,4290,746,0,good,0
APP-10837,33,self,11,320725,0,270163,36,home,329071,18308,376,1,poor,1
APP-10838,38,self,4,2232289,187422,670763,120,business,0,6148,723,0,good,0
APP-10839,54,salaried,36,2304570,0,1226676,36,other,106258,40727,570,1,poor,1
APP-10840,56,self,15,1163570,0,365178,48,home,713069,30156,521,0,fair,1
APP-10841,27,salaried,9,2455567,0,1357890,84,vehicle,898990,45250,816,0,excellent,0
APP-10842,35,other,12,2197636,0,2203624,24,vehicle,301334,110206,733,0,excellent,0
APP-10843,57,self,9,2233381,0,512208,24,home,0,23476,491,1,poor,1
APP-10844,49,salaried,7,652601,131183,681746,48,business,359951,26621,354,1,poor,1
APP-10845,62,salaried,27,1113408,231126,790903,60,education,527594,30619,831,0,excellent,0
APP-10846,62,salaried,7,1220984,38710,2462691,36,personal,115939,78790,582,0,fair,1
APP-10847,46,salaried,7,1425193,0,767348,120,personal,311982,16566,594,1,good,1
APP-10848,65,self,47,1580622,0,2935412,24,personal,82828,137069,470,0,poor,1
APP-10849,21,self,3,1701124,158324,372865,24,other,0,17089,309,1,poor,1
APP-10850,21,salaried,1,2282094,29117,2429289,84,education,0,31812,837,0,excellent,0
APP-10851,27,salaried,5,2198410,0,1521282,60,education,275852,36318,673,0,fair,0
APP-10852,42,self,24,2331531,292267,2733517,12,personal,0,250572,525,0,good,1
APP-10853,22,salaried,3,1807516,66805,863032,48,other,297230,28859,857,0,good,0
APP-10854,54,salaried,22,1689135,238782,1208664,36,personal,555341,53899,651,1,excellent,0
APP-10855,57,other,22,1509673,24369,2142651,84,personal,167525,33176,835,0,good,0
APP-10856,56,self,19,2341891,174521,115399,48,home,875568,29397,426,0,poor,1
APP-10857,43,self,0,509304,203615,1238101,120,business,816234,36289,874,0,excellent,0
APP-10858,38,salaried,6,2112152,0,388555,36,personal,988253,42068,663,0,good,0
APP-10859,48,salaried,28,711623,0,1316774,60,education,466986,38409,630,1,good,1
APP-10860,37,salaried,17,1136860,64877,1297109,60,other,202279,29960,684,1,fair,0
APP-10861,29,salaried,11,1613909,0,2923783,84,education,458443,52294,777,0,excellent,0
APP-10862,50,salaried,1,2065460,93707,2630371,36,personal,401235,92631,430,1,poor,1
APP-10863,24,self,3,828213,0,74968,48,business,66986,3764,386,0,poor,1
APP-10864,27,salaried,1,1518767,0,2946556,36,home,623015,109069,823,0,excellent,0
APP-10865,65,salaried,9,2377458,101146,1312033,84,education,0,17181,306,2,poor,1
APP-10866,28,salaried,2,807655,0,1086857,24,home,883176,76799,817,0,excellent,0
APP-10867,28,salaried,7,1071936,0,2343106,36,business,911055,99431,426,1,poor,1
APP-10868,30,self,10,1309493,125041,2047153,48,education,114878,50423,804,0,excellent,0
APP-10869,46,salaried,25,750199,0,1831878,24,home,135961,88115,877,0,excellent,0
APP-10870,40,salaried,20,2164281,205979,634281,48,other,19563,15132,462,1,poor,1
APP-10871,34,salaried,16,1938397,0,781892,84,personal,764145,33587,876,0,excellent,0
APP-10872,38,self,9,1952256,273621,1629250,48,business,614020,56097,819,0,excellent,0
APP-10873,37,salaried,10,1760017,0,1743550,12,home,778477,183611,462,1,poor,1
APP-10874,64,salaried,14,1292444,111225,1660962,120,vehicle,0,15225,363,1,fair,1
APP-10875,49,self,1,1030090,255672,1633890,24,other,219436,81590,500,0,fair,1
APP-10876,35,salaried,5,2120592,0,856547,12,business,711138,100245,398,1,poor,1
APP-10877,44,self,18,601843,296905,2131110,24,personal,506744,113158,812,0,excellent,0
APP-10878,56,self,4,2140788,0,1627554,120,home,143370,19299,829,0,excellent,0
APP-10879,52,salaried,34,1687978,171989,1104371,48,other,924822,53566,461,2,fair,1
APP-10880,36,self,16,1609626,49699,2339845,84,home,992439,60964,569,0,good,1
APP-10881,37,salaried,1,884218,192810,2832233,12,personal,854797,285739,877,0,good,0
APP-10882,43,other,13,638033,0,2058113,24,education,0,94330,406,0,poor,1
APP-10883,43,salaried,9,1255274,49022,160535,120,personal,912084,29340,688,0,good,0
APP-10884,51,salaried,24,825283,0,1840269,60,personal,133724,37824,676,0,good,0
APP-10885,36,salaried,18,342151,44001,112489,120,other,69646,3159,378,0,poor,1
APP-10886,23,salaried,4,1324435,0,594069,60,vehicle,138320,15117,378,0,poor,1
APP-10887,52,self,22,1223951,0,1319695,36,business,695395,61572,550,0,fair,1
APP-10888,53,salaried,22,2023162,0,2658319,48,education,966352,90446,440,2,poor,1
APP-10889,56,salaried,23,895428,143262,2979058,48,other,0,68270,416,0,poor,1
APP-10890,38,salaried,9,654390,221293,2127679,12,vehicle,56573,196765,529,0,good,1
APP-10891,55,salaried,19,431307,0,1508797,12,business,0,138306,644,2,poor,1
APP-10892,34,self,10,2120646,0,289572,120,home,766334,26069,594,1,poor,1
APP-10893,48,salaried,18,2476478,219906,2010134,84,personal,25920,27115,587,1,poor,1
APP-10894,36,self,9,1715713,0,211926,60,education,701252,25312,556,1,poor,1
APP-10895,21,salaried,2,1409466,0,1911468,48,home,499097,59054,337,2,poor,1
APP-10896,34,salaried,2,1459497,0,2362940,36,home,280539,80772,582,0,fair,1
APP-10897,61,salaried,39,507952,40186,822823,84,business,0,10775,893,0,excellent,0
APP-10898,35,salaried,8,1379802,205249,2316775,84,home,376718,41848,411,0,poor,1
APP-10899,25,salaried,5,1857594,0,2906389,48,home,928398,94971,589,0,fair,1
APP-10900,42,other,20,1871671,0,1283389,60,home,56777,25262,597,2,poor,1
APP-10901,27,self,5,2442434,0,2181470,120,business,0,19996,520,0,fair,0
APP-10902,45,self,20,629022,0,991961,60,business,0,18185,861,0,excellent,0
APP-10903,28,self,8,515719,0,2814875,60,business,292258,60536,499,2,poor,1
APP-10904,42,salaried,24,1818191,185054,534093,84,personal,932984,35501,719,0,good,0
APP-10905,56,salaried,23,2330691,0,1933108,120,vehicle,878033,44548,428,2,poor,1
APP-10906,64,salaried,8,1391689,0,1482655,36,home,451474,59098,817,0,good,0
APP-10907,52,self,12,1054621,0,115063,24,home,812694,30105,867,0,excellent,0
APP-10908,27,salaried,0,2109506,107522,356245,24,business,0,16327,697,2,good,1
APP-10909,65,salaried,45,1530574,196496,2530838,60,business,767260,69842,346,0,poor,1
APP-10910,47,self,23,2127416,270140,2986489,24,other,813162,161726,821,0,excellent,0
APP-10911,58,salaried,29,1891212,112653,2183504,84,business,820555,53665,399,1,poor,1
APP-10912,57,salaried,33,2431662,0,1839665,36,education,804086,80780,482,2,fair,1
APP-10913,48,salaried,18,1618552,169312,744545,12,education,470237,82617,529,1,fair,1
APP-10914,59,self,14,1468653,128445,2365941,120,business,0,21687,328,1,fair,1
APP-10915,55,self,0,2348355,0,158117,36,personal,608910,23436,736,0,good,0
APP-10916,29,self,4,759758,0,553067,48,vehicle,101083,15762,440,2,poor,1
APP-10917,43,self,23,1232988,0,1422022,24,business,485491,80010,825,0,excellent,0
APP-10918,65,salaried,2,2117717,293309,1381805,24,business,930202,91754,336,2,poor,1
APP-10919,29,salaried,3,1120734,99394,2082170,120,personal,0,19086,589,0,fair,0
APP-10920,54,self,13,313412,0,2108107,60,business,196767,44660,339,1,poor,1
APP-10921,61,salaried,40,1762569,0,2805410,24,education,0,128581,599,0,fair,1
APP-10922,46,salaried,17,2317288,134782,521303,120,education,478894,19410,633,0,fair,0
APP-10923,50,other,7,1757850,0,587113,120,vehicle,0,5381,800,0,excellent,0
APP-10924,22,salaried,4,1202220,0,1765494,12,business,0,161836,567,0,fair,1
APP-10925,48,salaried,29,529148,134791,1475398,84,home,439718,32755,526,0,good,1
APP-10926,61,salaried,39,1682795,30443,138574,120,vehicle,748963,24154,641,2,poor,1
APP-10927,25,self,3,1818748,0,708475,120,business,762689,29798,534,0,good,0
APP-10928,42,salaried,17,1343139,0,201309,120,home,0,1845,839,0,excellent,0
APP-10929,52,salaried,18,1564441,149661,191675,36,other,832139,31282,686,0,excellent,0
APP-10930,26,salaried,8,2042230,99611,450793,84,business,0,5903,498,2,poor,1
APP-10931,48,salaried,0,1567325,126255,468084,36,other,404873,26673,598,0,fair,1
APP-10932,56,salaried,18,2424807,29024,2134715,84,vehicle,0,27954,859,0,excellent,0
APP-10933,35,salaried,0,1966600,0,1925211,36,vehicle,684044,79726,618,0,poor,1
APP-10934,27,salaried,3,2354418,0,401855,24,vehicle,506516,33894,835,0,excellent,0
APP-10935,35,salaried,15,1357064,0,1467123,120,personal,732466,35828,878,0,excellent,0
APP-10936,38,self,17,2349869,0,1362884,84,personal,753302,40864,794,0,excellent,0
APP-10937,27,salaried,1,1875741,27143,729867,60,other,216954,20009,748,0,fair,0
APP-10938,23,self,3,1016060,0,2250286,48,personal,0,51569,860,0,excellent,0
APP-10939,39,salaried,9,1437107,0,2629918,36,business,158391,85197,597,0,fair,1
APP-10940,44,salaried,8,2280173,0,1434863,84,other,0,18789,438,0,poor,1
APP-10941,21,salaried,1,930609,0,73498,36,other,737759,24787,396,1,poor,1
APP-10942,60,salaried,10,580062,138504,1496856,84,home,0,19601,581,0,poor,1
APP-10943,58,self,23,1991430,0,2403475,60,other,91239,46850,456,0,poor,1
APP-10944,37,salaried,4,2490759,0,1656194,36,business,0,50605,583,2,poor,1
APP-10945,63,other,13,1005059,141546,957829,12,business,182824,93386,786,0,good,0
APP-10946,25,self,0,874514,0,1894189,48,other,327255,53407,812,0,excellent,0
APP-10947,56,salaried,24,2290104,293670,1379476,60,home,0,25290,519,2,poor,1
APP-10948,30,self,8,2152401,0,1100836,84,home,466564,28671,656,0,fair,0
APP-10949,63,salaried,27,1196658,0,851045,48,education,793945,43762,310,0,poor,1
APP-10950,21,salaried,2,694719,0,1114347,60,home,45156,21808,581,0,fair,1
APP-10951,38,self,18,427617,0,2024717,60,other,192212,42992,784,0,excellent,0
APP-10952,55,self,2,1849937,100316,792004,120,personal,884579,34288,422,0,poor,1
APP-10953,41,salaried,17,1463827,0,864459,84,business,0,11320,640,1,poor,1
APP-10954,31,other,9,1836191,0,2837095,48,vehicle,0,65016,362,0,poor,1
APP-10955,30,self,1,1023874,0,1205637,60,personal,439131,35520,477,1,poor,1
APP-10956,40,salaried,11,793730,65138,2424769,48,home,104960,58774,486,2,fair,1
APP-10957,61,other,10,343783,216361,1980844,12,other,0,181577,615,1,fair,1
APP-10958,29,salaried,6,1504086,93623,2419949,36,vehicle,207389,80278,579,1,good,1
APP-10959,37,self,8,687604,0,2477227,36,education,0,75693,835,0,excellent,0
APP-10960,64,self,2,1917662,130447,2995187,48,education,725147,90796,595,0,fair,1
APP-10961,56,self,17,680664,0,933832,36,personal,42975,29846,418,1,poor,1
APP-10962,29,salaried,5,1861467,0,2811130,60,home,119694,55194,667,1,excellent,0
APP-10963,51,salaried,6,1084802,0,1334613,24,vehicle,798576,85569,322,1,poor,1
APP-10964,57,self,25,2286305,0,1109375,84,education,515998,30293,710,0,good,0
APP-10965,53,salaried,27,1429781,0,1730867,60,home,184467,37368,607,1,poor,1
APP-10966,33,other,4,844801,0,275653,12,education,0,25268,444,2,poor,1
APP-10967,50,salaried,9,1140565,0,1313669,36,home,909428,67927,508,0,poor,1
APP-10968,64,salaried,23,320739,0,1495826,12,vehicle,423188,150047,517,2,fair,1
APP-10969,36,self,3,1925602,90006,1727233,120,education,0,15832,734,0,good,0
APP-10970,25,salaried,0,1229852,0,797257,120,personal,366359,18502,813,0,good,0
APP-10971,59,self,4,1264998,118550,235589,24,education,366082,21982,693,0,good,0
APP-10972,40,salaried,15,446073,241111,802952,24,vehicle,884756,63835,408,1,fair,1
APP-10973,62,self,0,974795,285798,1660571,84,vehicle,695577,42998,711,0,good,0
APP-10974,40,salaried,20,786364,0,1938569,60,education,0,35540,643,1,poor,1
APP-10975,32,other,8,1908397,0,385582,24,home,989555,47908,564,0,poor,1
APP-10976,48,salaried,9,467119,276702,1980431,36,home,0,60513,678,0,good,0
APP-10977,22,salaried,1,1529936,29184,1923889,36,education,634719,78179,414,1,fair,1
APP-10978,36,salaried,17,696666,95835,2704658,48,vehicle,0,61981,653,2,good,1
APP-10979,54,salaried,2,621015,40073,665515,60,other,934882,40766,403,1,poor,1
